LATDECIMALNMB,LONGDECIMALNMB
41.17025736,-85.49452517
39.454832,-85.662736
0,0
40.41818,-86.81761
0,0
41.71824,-86.2836
41.62926754,-86.23240644
41.595536,-87.278896
0,0
0,0
40.44784,-86.121088
38.22358,-86.12466
0,0
0,0
41.59268886,-85.84980564
0,0
41.72035813,-86.17080755
0,0
40.75619,-86.38544
41.63333129,-84.97012016
0,0
0,0
0,0
39.92521,-86.15224
39.4926,-86.06289
40.83302,-84.93723
40.21763,-85.4057
0,0
41.49217,-87.46835
0,0
0,0
0,0
41.23912522,-85.852832
0,0
0,0
39.77909073,-86.29082102
40.21837,-85.46278
0,0
0,0
39.8306,-86.0373
41.49287,-87.47035
0,0
39.60568,-86.158832
41.55686,-85.78803
41.696768,-85.95912
41.17839,-85.09958
41.6846338,-85.91715363
39.73557737,-86.15395135
40.292192,-85.787888
39.87822,-86.21504
40.03922637,-86.00136523
41.40521003,-87.35304578
40.7517294,-86.38196997
39.71388546,-86.22850558
40.90083,-85.506484
39.160072,-86.48333
39.776032,-86.154944
39.738007,-86.385685
39.941584,-86.145952
38.77810382,-85.37950747
38.388016,-86.931744
39.614192,-86.081936
39.79737455,-86.26293153
41.72035813,-86.17080755
41.595152,-85.85652637
41.117952,-85.16992627
40.829856,-85.178608
40.279584,-86.510992
39.94258,-85.75193
39.78235953,-85.98747953
38.31398,-85.89669
41.632096,-85.67424329
41.131184,-85.882992
39.11857,-85.1305
41.235728,-85.728816
41.66058031,-86.01606068
38.87434547,-86.48792229
41.566368,-85.787856
41.67268386,-86.89396743
40.27704,-85.83436114
41.24874723,-85.86927768
39.50195,-86.06648
40.482448,-86.129968
39.69463608,-86.08256555
41.722192,-86.347104
40.44784,-86.121088
41.248128,-85.87096
40.88090776,-85.50062465
41.60315,-87.11535
40.43620147,-86.87776816
39.90176899,-86.03862485
39.70534504,-86.06062043
39.62522571,-86.36545257
40.52886285,-85.67358084
41.49228548,-87.50623437
39.92704,-86.02149058
41.44819072,-85.23174784
41.694704,-86.181728
41.475744,-87.32672
37.98233,-87.49229
40.21891737,-85.37246862
40.41799,-86.81621
40.87192,-85.48328
41.16997624,-85.49106182
41.72663115,-86.88334369
41.650982,-87.435862
40.28988319,-87.25342348
40.04567178,-85.99203604
39.95636,-86.02037
40.20462,-85.40376
37.94685996,-87.51082408
41.65859534,-84.999648
41.622,-86.69246
41.705696,-85.993456
39.73553522,-86.10031587
41.71207273,-86.88246255
40.89668702,-85.50066808
39.46471,-87.40528
40.288032,-86.50854367
39.82637,-86.13486
39.73906611,-86.13997221
40.5435,-85.6743
39.3363,-85.48077
40.483952,-86.106384
41.2227151,-86.41685616
41.57284,-85.81538
39.80644,-86.01366
39.16424,-86.49250645
38.313168,-85.697664
41.55686,-85.78803
40.82996867,-84.90849364
38.093696,-87.555936
39.68727,-86.36111
39.462736,-87.37432
39.77684,-86.37001
41.72415,-86.25113
39.517344,-87.3144
39.75131683,-86.03882232
41.646256,-87.443232
40.28036,-86.54532
40.71752421,-85.43614221
41.727496,-84.933088
39.7021086,-86.40018055
39.19495316,-85.88471504
38.33124,-85.75913
41.61381745,-86.72812238
40.47632,-86.11618
40.44703,-86.88006
39.42331,-87.41551
39.79197,-86.26267
38.31631222,-85.82065557
41.56932949,-87.50845262
39.788144,-86.15667537
39.90515965,-86.0641273
39.196475,-85.946414
40.45377,-86.90759
41.55143212,-87.4318831
40.21846,-85.3939
41.67284369,-86.89396677
40.27704,-85.83436114
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41.06485845,-86.21607184
0,0
40.4109391,-86.8715151
0,0
0,0
41.56036862,-85.82852862
41.294368,-85.689552
39.672208,-85.52024
37.971056,-87.572128
37.944496,-87.39981714
38.16937,-86.99498
39.58348,-85.81804
39.82278112,-84.94380123
41.01411733,-85.16611982
39.67152038,-85.13476495
41.70291,-85.98457
41.338672,-86.30370964
39.18217024,-86.51912929
40.054224,-86.1268
38.355184,-87.568624
41.335776,-86.331136
39.775555,-86.18122754
39.64213,-86.32812
37.97721642,-87.46924021
39.82539733,-84.92212622
41.54026925,-85.79466014
39.11011785,-84.88472923
40.48844212,-86.14585274
41.49418773,-87.5232544
41.28999099,-87.39582542
40.42341878,-86.90695576
40.46214,-86.15143
41.03886,-86.0296
40.101376,-85.73482667
40.75225,-85.16694
39.80156686,-86.26994057
39.61757584,-86.35436082
37.97918,-87.52868
40.57772,-85.87293
38.37601213,-86.91368143
37.99869976,-87.55397453
41.58100534,-85.82228234
39.83797,-86.38166
38.42676761,-86.94105483
41.565984,-85.827696
39.66586023,-86.07961796
37.98256255,-87.49270894
38.77393371,-87.30641143
41.349216,-86.328752
38.41232,-86.11024
41.53737952,-87.44860742
41.67019,-84.99926
40.09757735,-85.652768
41.05455113,-85.07730718
39.48799,-86.06484
40.480336,-85.672656
41.6605401,-85.9604201
38.35151998,-85.75052163
38.86115697,-86.47867804
41.660704,-86.189376
41.52064,-87.06592
39.80763914,-85.76983271
38.77206208,-85.41404451
39.95989088,-86.15801835
39.818744,-86.229784
41.36779,-85.07314
39.92521,-86.15224
41.170353,-85.496479
40.48504,-85.593392
39.657104,-85.138592
40.27615478,-86.51817927
38.32619932,-85.7644629
39.61032158,-86.36993908
41.46943,-87.01705
40.559616,-85.67284147
39.81489665,-86.26987592
41.65363,-84.99879
41.68229996,-85.70299021
41.49300066,-87.51193826
39.95699086,-86.01051543
38.388016,-86.931744
39.764528,-86.171232
38.01359,-87.51106
40.46193,-85.36916
39.956563,-85.995435
38.687322,-87.513646
41.52448087,-87.413152
37.991136,-87.46764987
39.76250145,-87.22908732
41.67992,-85.58072
41.08713022,-85.23330032
40.22219,-85.38082
41.28696189,-86.62073922
41.06952,-85.19736
41.64187,-84.99888
41.29125,-85.85847
41.35816681,-86.31139152
37.988224,-87.52936
38.09869044,-87.57921958
40.49444,-86.11057
38.11655758,-87.55351184
40.42426351,-86.90684245
40.38241,-86.8852
41.60303,-87.16927
41.22009831,-85.01900501
40.40294954,-86.80753891
40.38822498,-86.87436669
41.59103421,-85.82227966
40.078112,-85.67112
41.601856,-87.413232
41.63348606,-85.92718352
38.67992,-87.51958
41.67868,-86.04298
40.93355808,-87.13765051
39.63975297,-85.13423654
39.64613103,-86.82212454
41.49217,-87.46835
41.41779177,-85.75594537
41.65926759,-85.96632457
38.378416,-86.94198109
38.95808194,-85.8523297
39.985584,-86.1184
40.427616,-86.881104
41.48227407,-87.04835494
41.647408,-86.249646
39.70115951,-86.13919576
41.588944,-85.8604
41.07420901,-85.27176806
41.63815,-84.99908
40.42821867,-86.91024838
39.54891,-86.15939
39.7612062,-86.52055967
39.01284,-85.63847
37.97992,-87.47252
38.415422,-86.945895
41.06967,-85.20313
37.96427,-87.49115
39.99148,-86.0021
37.96257568,-87.51517851
39.76049502,-86.53310857
39.79810546,-86.26406618
39.29349,-85.20829
41.676077,-84.997657
38.347472,-85.798528
40.426128,-86.916512
39.779776,-86.179056
40.06184,-85.67781388
40.7790592,-85.8292128
39.68811063,-87.41242944
41.07483,-85.27554
40.45404,-86.91535
39.817233,-85.993608
40.46451102,-86.9361904
41.43140282,-87.364896
39.85499627,-84.88860747
40.071536,-85.653008
39.16460898,-86.58336319
37.98277673,-87.60044073
39.77945,-86.04418
38.33212,-85.79837
38.29856686,-85.6906289
41.4412,-85.221392
39.926832,-85.974784
41.420208,-87.35143709
37.988224,-87.52936
38.87965275,-86.44120699
40.20603,-85.39881
41.61381745,-86.72812238
41.398688,-87.35290211
41.73863299,-86.17870842
40.50619,-86.11686
40.448032,-86.12088
41.56044,-85.79497
40.042576,-85.996656
39.956896,-85.995024
39.85055135,-86.39550443
41.700577,-86.187414
39.63989,-86.33582
40.38928,-86.85852
38.43591,-86.94354
39.168752,-86.5436
40.445936,-86.924512
37.98624,-87.49312
41.69184,-86.932336
40.44784,-86.121088
40.3665,-86.87481
39.78049553,-86.14621553
38.860992,-86.515568
41.246336,-85.828128
38.393568,-86.94098971
38.37989,-86.91428
37.96427,-87.49115
41.27158,-85.85586
41.23728722,-85.81492008
41.68458,-86.56295
41.65363,-84.99879
39.167712,-86.529696
40.49941,-86.91479
41.16720282,-87.25878024
38.957968,-85.86256
41.7177567,-86.18783371
39.80441437,-86.15662041
40.423936,-86.907904
39.34592,-85.47952
40.22010395,-85.37316134
41.6698511,-86.283104
39.71081866,-86.35999286
40.40864,-86.89304
39.94722,-86.35529
39.90544334,-86.05812946
40.367705,-86.863262
38.393568,-86.94098971
38.309696,-85.894832
40.41372,-86.82741
40.03273,-85.99199
41.552576,-87.502736
41.695248,-85.98736356
38.35488,-87.589008
38.36407,-86.93851
39.005664,-85.61608
41.207504,-87.198672
40.05177204,-85.65296595
37.93669,-87.91037
40.09824,-85.667168
40.057136,-85.69208
39.2872,-86.76956
41.616675,-87.05037
41.62846074,-87.48027984
39.99388504,-85.92334747
40.01656,-85.99222
40.42474221,-86.8598314
39.99446,-86.00234
40.44784,-86.121088
38.31673604,-86.10063837
41.58704,-87.26624
38.27209,-85.74611
39.92686684,-86.15019022
39.9945213,-86.12753395
40.2188737,-85.38032485
41.24970839,-85.82354778
41.09093,-85.96897
38.32936,-85.75951
39.52291653,-85.76934838
39.423808,-87.42639252
37.97918,-87.52868
40.10225796,-85.67794449
41.681616,-85.7036
40.38709004,-86.88583052
38.337201,-85.79398
39.760704,-86.521664
39.85685774,-86.39153067
39.18519948,-86.51934049
37.95702574,-87.50829383
39.7136,-85.85723
38.16697921,-86.13989491
39.90513285,-86.06664896
41.4656062,-85.59940245
39.64019,-86.3361
38.684992,-85.79424
40.53773,-85.66738
39.84045784,-86.06174837
39.79136659,-86.24958635
39.523648,-87.12536
39.90515965,-86.0641273
39.69838465,-86.13829714
41.684656,-85.036864
40.45132557,-86.16792213
41.31203666,-86.27727773
41.11597533,-85.13530294
41.595536,-87.278896
40.038368,-86.908688
38.82554245,-86.43244837
39.185232,-86.54060206
41.13233535,-85.16032598
37.94965,-87.52627
39.9165,-86.14317
40.438528,-86.881504
39.23384776,-86.62472372
40.75858,-86.07281
40.53737,-85.67637
37.93338,-87.89667
39.16424,-86.49418049
41.70075429,-86.83776
39.69963,-86.312875
39.959482,-85.918536
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40.218848,-85.3869044
40.218848,-85.40484784
40.218848,-85.40276299
40.218848,-85.40484784
40.218848,-85.40276299
40.218848,-85.3869044
40.454336,-86.928704
40.44784,-86.121088
40.44784,-86.121088
41.070544,-86.21576
38.388016,-86.931744
41.68387871,-86.893936
40.44784,-86.121088
41.694832,-86.893936
41.68387871,-86.893936
38.388016,-86.931744
40.44784,-86.121088
40.44784,-86.121088
38.388016,-86.931744
40.44784,-86.121088
40.44784,-86.121088
40.44784,-86.121088
38.388016,-86.931744
40.27704,-85.83436114
40.27704,-85.834944
40.6575902,-84.95745143
40.4109391,-86.8715151
38.22838423,-86.86078309
41.32391813,-87.200064
41.52288242,-87.50862529
40.4109391,-86.8715151
39.625664,-85.444928
38.29148016,-86.95521665
39.672208,-85.52024
39.625664,-85.444928
40.27704,-85.834944
40.6575902,-84.95745143
38.22838423,-86.86078309
40.27704,-85.83436114
39.672208,-85.52024
38.29148016,-86.95521665
39.760704,-86.521664
39.71855,-86.35714
40.19351706,-85.37827722
39.78558,-85.75235
40.19351706,-85.37827722
39.83092719,-84.85232983
41.681616,-85.7036
39.83797,-86.38166
41.681616,-85.7036
39.78558,-85.75235
40.029088,-85.034768
40.029088,-85.034768
39.71855,-86.35714
39.83092719,-84.85232983
40.420078,-86.856396
40.39427,-86.85411
38.30208457,-85.83642743
40.39419,-86.85461
40.04258,-86.126428
40.39427,-86.85411
40.39419,-86.85461
40.420078,-86.856396
40.41369,-86.85894
41.43140282,-87.364896
38.86115697,-86.47867804
38.86115697,-86.47867804
39.78235953,-85.98747953
39.78235953,-85.98747953
40.41369,-86.85894
41.43140282,-87.364896
39.78154253,-86.06499625
40.41369,-86.85894
39.78154253,-86.06499625
38.860992,-86.51744
40.41369,-86.85894
38.860992,-86.51744
41.43140282,-87.364896
38.860992,-86.50968
39.78790133,-86.20117067
38.860992,-86.50968
41.7177567,-86.18783371
39.76662359,-86.19016451
39.90516661,-86.06318122
39.764528,-86.171232
41.7177567,-86.18783371
39.90515965,-86.0641273
41.70459022,-86.18754311
39.77473899,-85.990048
41.70459022,-86.18754311
38.16272,-86.990432
39.90516661,-86.06318122
39.764528,-86.171232
39.90602629,-86.08778743
39.92521,-86.15224
39.90515965,-86.0641273
39.92521,-86.15224
38.16272,-86.990432
39.77473899,-85.990048
39.92521,-86.15224
39.90602629,-86.08778743
39.82570919,-86.23662508
39.909132,-86.264587
39.82570919,-86.23662508
41.49992,-87.041712
39.818744,-86.229784
38.957968,-85.86256
38.957968,-85.86256
39.52291653,-85.76934838
41.648656,-87.052448
41.648656,-87.052448
39.818744,-86.229784
39.52291653,-85.76934838
39.83562226,-86.24650574
41.57452931,-87.23156245
37.96427,-87.49115
37.96427,-87.49115
41.55686,-85.78803
37.96427,-87.49115
37.98233,-87.49229
37.98233,-87.49229
41.72264457,-86.90439118
41.55686,-85.78803
37.98624,-87.49312
37.98624,-87.49312
41.55245,-85.7859
37.96427,-87.49115
41.72264457,-86.90439118
41.55245,-85.7859
41.65363,-84.99879
39.65073,-86.12316
39.95699086,-86.01051543
39.65073,-86.12316
41.65363,-84.99879
38.77206208,-85.41404451
39.95699086,-86.01051543
38.77206208,-85.41404451
41.65233622,-84.9995744
41.65233622,-84.9995744
39.62295,-85.29993
41.49234252,-87.50676563
41.49234252,-87.50676563
39.79737455,-86.26293153
39.79737455,-86.26293153
40.11283765,-85.652864
39.62295,-85.29993
40.11283765,-85.652864
38.324978,-85.801086
40.52053334,-85.67345424
40.52053334,-85.67345424
38.3588905,-85.78638103
38.32619932,-85.7644629
38.32522,-85.76524
38.3588905,-85.78638103
38.32619932,-85.7644629
38.32522,-85.76524
38.324978,-85.801086
38.3265,-85.76651
40.41372,-86.82741
38.33212,-85.79837
38.3265,-85.76651
40.41372,-86.82741
39.79810546,-86.26406618
39.80156686,-86.26994057
39.79810546,-86.26406618
39.80156686,-86.26994057
38.33212,-85.79837
39.48799,-86.06484
39.88836539,-86.12217633
41.49287,-87.47035
41.52016444,-87.47124564
38.11655758,-87.55351184
39.48799,-86.06484
39.88836539,-86.12217633
41.49287,-87.47035
38.11655758,-87.55351184
41.52016444,-87.47124564
37.96257568,-87.51517851
39.941584,-86.145952
37.96257568,-87.51517851
39.941584,-86.145952
41.3572228,-86.31127298
41.64187,-84.99888
39.890304,-86.21232
40.03518,-85.99205
39.96457783,-86.14041371
40.03518,-85.99205
41.66145,-84.99642
39.890304,-86.21232
41.3572228,-86.31127298
41.65363,-84.99879
39.96457783,-86.14041371
41.65363,-84.99879
41.66145,-84.99642
39.657104,-85.138592
39.78219,-86.04218
39.77934848,-86.28770557
39.78219,-86.04218
39.77934848,-86.28770557
39.86343635,-85.9710574
40.7517294,-86.38196997
39.83224,-86.035376
41.586336,-85.837584
40.7517294,-86.38196997
39.86215837,-85.97356408
39.76250145,-87.22908732
41.715376,-86.904016
39.86215837,-85.97356408
39.83593159,-86.02767835
41.586336,-85.837584
39.70812,-86.1198
39.86343635,-85.9710574
39.83224,-86.035376
39.76250145,-87.22908732
41.715376,-86.904016
41.715376,-86.904016
41.595152,-85.85652637
41.36359079,-85.13602461
40.4589429,-86.96196214
41.72035813,-86.17080755
39.86092002,-84.88847827
41.595152,-85.85652637
39.71325061,-86.23849861
41.36359079,-85.13602461
39.91184,-86.074992
39.91184,-86.074992
41.46943,-87.01705
41.46943,-87.01705
39.71325061,-86.23849861
40.4589429,-86.96196214
39.86092002,-84.88847827
41.72035813,-86.17080755
39.15013,-86.582158
39.914432,-85.375472
41.650982,-87.435862
41.650982,-87.435862
40.806608,-85.829408
39.914432,-85.375472
40.806608,-85.829408
41.70876474,-86.869728
39.42961,-87.417447
39.155888,-87.20370416
40.57325,-85.6765
38.79223,-85.38949
41.70876474,-86.869728
38.79223,-85.38949
41.482835,-87.43207002
39.155888,-87.20370416
38.35151998,-85.75052163
41.482835,-87.43207002
41.17839,-85.09958
41.17839,-85.09958
39.42961,-87.417447
40.57325,-85.6765
38.35151998,-85.75052163
40.43620147,-86.87776816
41.170353,-85.496479
40.21756014,-85.44076366
41.46199868,-85.25273463
41.170353,-85.496479
38.236404,-87.634283
41.4656062,-85.59940245
40.480336,-85.672656
38.37989,-86.91428
39.79712,-86.01005
38.87965275,-86.44120699
38.236404,-87.634283
40.21756014,-85.44076366
40.38928,-86.85852
40.480336,-85.672656
38.37989,-86.91428
39.64019,-86.3361
39.69963,-86.312875
38.871392,-86.518016
37.97965747,-87.59923559
39.64019,-86.3361
38.871392,-86.518016
39.81039,-84.88936
39.81039,-84.88936
37.97965747,-87.59923559
41.44928,-87.364864
41.44928,-87.364864
40.88090776,-85.50062465
40.88090776,-85.50062465
38.44216948,-85.65899371
40.038368,-86.908688
40.038368,-86.908688
38.65869797,-87.5307414
38.65869797,-87.5307414
40.37447,-86.76905
40.07293355,-85.65296882
38.60568692,-85.6437917
41.22009831,-85.01900501
40.07293355,-85.65296882
39.8306,-86.0373
41.22009831,-85.01900501
39.8306,-86.0373
40.222736,-85.36942839
39.936832,-86.160736
38.351488,-85.75056
38.351488,-85.75056
38.60568692,-85.6437917
39.90573,-86.0641
39.936832,-86.160736
38.351488,-85.75056
40.37447,-86.76905
39.17795396,-86.58311563
39.17795396,-86.58311563
39.90573,-86.0641
40.222736,-85.36942839
40.37473,-86.85728
41.679488,-86.18656
41.679488,-86.18656
41.69184,-86.932336
40.279584,-86.510992
40.392112,-86.84568
41.660704,-86.189376
40.03922637,-86.00136523
40.1715,-84.96182
38.31673604,-86.10063837
41.660704,-86.189376
39.32916637,-85.48911543
40.392112,-86.84568
37.97918,-87.52868
40.1715,-84.96182
39.32916637,-85.48911543
40.038528,-86.871712
40.03922637,-86.00136523
40.47495,-86.10069
39.78711,-86.238254
37.99131,-87.53861
40.038528,-86.871712
37.99131,-87.53861
37.97918,-87.52868
39.91175278,-86.22655151
39.517344,-87.3144
40.218656,-85.436064
38.33376,-87.352128
38.33376,-87.352128
39.58348,-85.81804
40.47495,-86.10069
41.616985,-87.02837
39.58348,-85.81804
39.517344,-87.3144
40.218656,-85.436064
39.779776,-86.179056
39.779776,-86.179056
39.91175278,-86.22655151
41.616985,-87.02837
38.77473567,-85.64725724
39.68811063,-87.41242944
39.68811063,-87.41242944
40.47495,-86.10069
38.77473567,-85.64725724
39.69314384,-86.14836735
41.05455113,-85.07730718
38.77810382,-85.37950747
38.77810382,-85.37950747
39.69314384,-86.14836735
40.06184,-85.67781388
40.06184,-85.67781388
40.101376,-85.73482667
40.101376,-85.73482667
39.298832,-85.2112
38.89284408,-86.52117714
39.63989,-86.33582
39.85685774,-86.39153067
40.07038,-85.64093
40.7790592,-85.8292128
39.298832,-85.2112
40.7790592,-85.8292128
38.89284408,-86.52117714
39.85685774,-86.39153067
39.96196462,-86.15105102
39.63989,-86.33582
41.684544,-85.961104
41.684544,-85.961104
39.96196462,-86.15105102
40.38822498,-86.87436669
37.94965,-87.52627
39.2872,-86.76956
39.01284,-85.63847
37.94965,-87.52627
39.286722,-86.756864
40.38822498,-86.87436669
41.09606206,-85.15630109
40.10786253,-85.67805943
39.2872,-86.76956
40.10786253,-85.67805943
39.01284,-85.63847
39.959414,-86.009893
39.959414,-86.009893
39.286722,-86.756864
40.07038,-85.64093
40.343488,-85.3484
40.90083,-85.506484
40.343488,-85.3484
39.81985,-84.96515
39.85650929,-86.38859763
39.85650929,-86.38859763
41.55686,-85.78803
39.6595,-86.14206
39.6595,-86.14206
40.90083,-85.506484
40.07038,-85.64093
41.55686,-85.78803
39.46850644,-87.36006706
39.46850644,-87.36006706
39.817233,-85.993608
37.94685996,-87.51082408
41.52064,-87.06592
37.94685996,-87.51082408
38.76321867,-85.39662
41.52064,-87.06592
39.817233,-85.993608
39.860292,-85.260013
41.05103,-86.21736
39.212528,-86.496128
38.76321867,-85.39662
39.523168,-85.74264
39.523168,-85.74264
39.212528,-86.496128
41.677552,-85.930864
39.79197,-86.26267
41.677552,-85.930864
39.90176899,-86.03862485
39.79197,-86.26267
39.90176899,-86.03862485
37.95702574,-87.50829383
37.95702574,-87.50829383
39.29349,-85.20829
39.23384776,-86.62472372
39.8769,-87.21182
39.29349,-85.20829
39.23384776,-86.62472372
41.65765,-85.00096
38.35151998,-85.75052163
39.85055135,-86.39550443
38.35151998,-85.75052163
39.85055135,-86.39550443
41.65765,-85.00096
37.93338,-87.89667
39.69463608,-86.08256555
39.849536,-86.395808
40.09757735,-85.652768
39.849536,-86.395808
37.98277673,-87.60044073
39.69463608,-86.08256555
37.97992,-87.47252
37.985008,-87.58112
37.985008,-87.58112
40.09757735,-85.652768
37.98277673,-87.60044073
39.19495316,-85.88471504
39.964112,-86.014208
39.19495316,-85.88471504
37.97992,-87.47252
39.964112,-86.014208
40.03944,-86.901184
